rule_lhs	rule_rhs	lhs	rhs	judgment	confidence
be impressed with	be amazed with	The producer be impressed with his work	The producer be amazed with his work	Yes	1
depend on	be dependant on	Salary levels depend on qualifications and experience	Salary levels be dependant on qualifications and experience	Yes	1
win	go on to win	their cards win the pot	their cards go on to win the pot	Yes	1
be converted to	be reduced to	the grant be converted to a Federal Direct Unsubsidized Loan	the grant be reduced to a Federal Direct Unsubsidized Loan	Yes	1
own	possess	most of us own these items	most of us possess these items	Yes	1
add to	enhance	consumers add to their shopping cart	consumers enhance their shopping cart	Yes	1
jump at	take advantage of	Ruby jump at the chance	Ruby take advantage of the chance	Yes	1
start think about	begin to think about	the fish start think about spawning	the fish begin to think about spawning	Yes	1
answer	reply to	the Lord answer him	the Lord reply to him	Yes	1
be designed to support	be developed to support	This program be designed to support four students	This program be developed to support four students	Yes	1
cut	manage	the government cut funding	the government manage funding	Yes	1
be an avid user of	like use	Sherlock Holmes be an avid user of opium	Sherlock Holmes like use opium	Yes	1
be provided for	be provided to	Telephone support be provided for questions	Telephone support be provided to questions	Yes	1
beat	win over	the Raiders beat the Texans	the Raiders win over the Texans	Yes	1
want to boost	want to maximize	Obama want to boost the defense budget	Obama want to maximize the defense budget	Yes	1
be responsible for	be held liable for	The author be responsible for any damage	The author be held liable for any damage	Yes	1
be aware of	notice	The Library be aware of the situation	The Library notice the situation	Yes	1
be more focused on	try to focus on	his presidency be more focused on foreign affairs	his presidency try to focus on foreign affairs	Yes	1
enable	be useful for	Our products and services enable organizations	Our products and services be useful for organizations	Yes	1
be critical to	be an important part of	Peer review be critical to the standards	Peer review be an important part of the standards	Yes	1
be sold at	be purchased in	Fishing licenses be sold at the park	Fishing licenses be purchased in the park	Yes	1
be familar with	have experience with	your audience be familar with all this	your audience have experience with all this	Yes	1
be offered to	be offered for	Exemptions be offered to veterans	Exemptions be offered for veterans	Yes	1
be all affected by	affect each of@R@	our education be all affected by the quality and availability of transportation	the quality and availability of transportation affect each of our education	Yes	1
go on behind	happen outside	a lot go on behind the scenes	a lot happen outside the scenes	Yes	1
research	find information about	Scientists research the Hoodia plant	Scientists find information about the Hoodia plant	Yes	1
be maligned by	be punished by	the players be maligned by the press	the players be punished by the press	Yes	1
have ton of	have lot of	The book have ton of photos	The book have lot of photos	Yes	1
grow into	be grown into	him grow into a fine young man	him be grown into a fine young man	Yes	1
own	belong to@R@	this guy own the domain	the domain belong to this guy	Yes	1
be fascinated with	get into	America be fascinated with magic	America get into magic	Yes	1
be used in	be suitable for	the grain be used in brewing	the grain be suitable for brewing	Yes	1
be included on	be made available on	The song be included on the soundtrack	The song be made available on the soundtrack	Yes	1
adopt	be adopted by@R@	most people adopt the little ones	the little ones be adopted by most people	Yes	1
be silenced by	be paralyzed with	our voices be silenced by fear	our voices be paralyzed with fear	Yes	1
start in	kick off in	Building start in November	Building kick off in November	Yes	1
specialize in	have a large selection of	Jared specialize in sales	Jared have a large selection of sales	Yes	1
do this on	act on	the consumer do this on their own	the consumer act on their own	Yes	1
have a wealth of	bring a wide range of	their website have a wealth of information	their website bring a wide range of information	Yes	1
have a wide range of	have a variety of	The city have a wide range of clubs	The city have a variety of clubs	Yes	1
be published on	be uploaded to	some documents and photos be published on this site	some documents and photos be uploaded to this site	Yes	1
seem to be in	look to be in	some of which seem to be in competition	some of which look to be in competition	Yes	1
ruin	screw up	errors ruin your credit scores	errors screw up your credit scores	Yes	1
be much for	be hard on	Reality be much for our minds	Reality be hard on our minds	Yes	1
void	annul	the Supreme Court void the impeachment	the Supreme Court annul the impeachment	Yes	1
vary from	vary based on	Cancellation policies vary from hotel	Cancellation policies vary based on hotel	Yes	1
lay in	sit in	The corpses lay in piles	The corpses sit in piles	Yes	1
solve	analyze	the family solve their problem	the family analyze their problem	Yes	1
be available for	be given for	Scholarships be available for tuition	Scholarships be given for tuition	Yes	1
be sold to	be bought out by	your account be sold to a third party	your account be bought out by a third party	Yes	1
sell	try to sell	Sellers sell their home	Sellers try to sell their home	Yes	1
be known as	be referred as	the owner of an LLC be known as a member	the owner of an LLC be referred as a member	Yes	1
learn	be taught	Participants learn the basic techniques	Participants be taught the basic techniques	Yes	1
teach	guide	This three-day course teach students	This three-day course guide students	Yes	1
despise	dont like	Ma despise him	Ma dont like him	Yes	1
publish	put out	The New York Times publish the Pentagon Papers	The New York Times put out the Pentagon Papers	Yes	1
edit	make change to	This program edit your inventory	This program make change to your inventory	Yes	1
stay in	remain in	Spanish troops stay in Afghanistan	Spanish troops remain in Afghanistan	Yes	1
outline	elaborate on	This paper outline the computer program	This paper elaborate on the computer program	Yes	1
be presented in	be shown in	data be presented in a resume	data be shown in a resume	Yes	1
take place in	be organised in	The activities take place in the classroom	The activities be organised in the classroom	Yes	1
be separate from	be isolated from	these two energies be separate from each other	these two energies be isolated from each other	Yes	1
have plenty of	get plenty of	consumers have plenty of choices	consumers get plenty of choices	Yes	1
beat	take on	the Raiders beat the Texans	the Raiders take on the Texans	Yes	1
end up marry	want to marry@R@	Dad end up marry Mom	Mom want to marry Dad	Yes	1
pay the price for	be made to pay for	Jesus pay the price for my sin	Jesus be made to pay for my sin	Yes	1
