rule_lhs	rule_rhs	lhs	rhs	judgment	confidence
need to return to	hew to	Students need to return to their lockers	Students hew to their lockers	No	1
be prepared for	understand	The results be prepared for publication	The results understand publication	No	1
be known as	be performed by use	the owner of an LLC be known as a member	the owner of an LLC be performed by use a member	No	1
be out about	be for about	this movie be out about 13 years	this movie be for about 13 years	No	1
stay	come	the mosquitoes stay mosquitoes	the mosquitoes come mosquitoes	No	1
paint	clean	A picture paint a thousand words	A picture clean a thousand words	No	1
fall in	get into	the family fall in love	the family get into love	No	1
revert to	try to change	the rights revert to the author	the rights try to change the author	No	1
remain	stand	Google remain a mystery	Google stand a mystery	No	1
be through	practice	Our business hours be through Friday	Our business hours practice Friday	No	1
climb in	pile in	Tom climb in Peru	Tom pile in Peru	No	1
determine	be determine	Sony determine defect	Sony be determine defect	No	1
speak of	mean by	Sulayman speak of him	Sulayman mean by him	No	1
dream	hear	No one dream this up	No one hear this up	No	1
pick up	roll	Julie pick up the phone	Julie roll the phone	No	1
start work on	produce	Aamir start work on his body	Aamir produce his body	No	1
be all in	teach	the lists be all in one spot	the lists teach one spot	No	1
begin	accompany	The season begin Sunday	The season accompany Sunday	No	1
be unique in	use state of	The organization be unique in the industry	The organization use state of the industry	No	1
jump in	be possible to buy	his friend jump in the hole	his friend be possible to buy the hole	No	1
steal	arrive	the competition steal your clients	the competition arrive your clients	No	1
stand for	close his eye for	URL stand for Uniform Resource Locator	URL close his eye for Uniform Resource Locator	No	1
belong to	be property of	Such people belong to the left	Such people be property of the left	No	1
seem to be in	be triangular in	some of which seem to be in competition	some of which be triangular in competition	No	1
dig in	hide in	George dig in his heels	George hide in his heels	No	1
keep get into	empty	Some of us keep get into trouble	Some of us empty trouble	No	1
be been dead for	teach for	a guy be been dead for 2,000 years	a guy teach for 2,000 years	No	1
frame	phrase	the window frame the action	the window phrase the action	No	1
appear on	be published today in	the material appear on screen	the material be published today in screen	No	1
represent	mean	One player represent the Cats	One player mean the Cats	No	1
pick	think be	Fans pick their favorite drivers	Fans think be their favorite drivers	No	1
roll	knock	The attendant roll his eyes	The attendant knock his eyes	No	1
move with	make with	The prince move with his daughter	The prince make with his daughter	No	1
be fine with	have no problem with	things be fine with the lady	things have no problem with the lady	No	1
be buried in	die at	my nose be buried in my laptop	my nose die at my laptop	No	1
have dinner on	receive on	Tom have dinner on the table	Tom receive on the table	No	1
be excited for	get home from	This team be excited for a while	This team get home from a while	No	1
pray for	call upon	Prepare pray for the best	Prepare call upon the best	No	1
be a song about	be a time of	My Mind be a song about loneliness	My Mind be a time of loneliness	No	1
do hundred of	do a series of	his father do hundred of times	his father do a series of times	No	1
accomplish for	wipe for	this project accomplish for the organization	this project wipe for the organization	No	1
reach	land on	the sample reach 30.degree	the sample land on 30.degree	No	1
gain from	be a small city in@R@	methods gain from experience	experience be a small city in methods	No	1
prevent	be prevent	help prevent heart disease	help be prevent heart disease	No	1
stop	let	the coach stop the music	the coach let the music	No	1
have a problem with	run into	Muslims have a problem with Christianity	Muslims run into Christianity	No	1
urge	create for@R@	Japan urge S Korea	S Korea create for Japan	No	1
be a fan of	interview	Michael be a fan of the glasses	Michael interview the glasses	No	1
brush	toss	His lips brush her shoulder	His lips toss her shoulder	No	1
expect to meet	look to get	the works expect to meet the unexpected	the works look to get the unexpected	No	1
be fine with	have bathroom with	things be fine with the lady	things have bathroom with the lady	No	1
be due for	pend	coffee be due for dinner	coffee pend dinner	No	1
search for	spot	Members search for a cruise	Members spot a cruise	No	1
run up	pay off	A shiver run up her body	A shiver pay off her body	No	1
be best to avoid	be a bottle of	morning be best to avoid the crowds	morning be a bottle of the crowds	No	1
go for	leave for	Same go for movies	Same leave for movies	No	1
disclose	reprint	Companies disclose pay	Companies reprint pay	No	1
be shown to	be pictured to	pity be shown to thee	pity be pictured to thee	No	1
be into	run a hand through	your teen be into music	your teen run a hand through music	No	1
be around	work for	Valentine 's Day be around the corner	Valentine 's Day work for the corner	No	1
kill over	claim the life of	fish kill over the winter	fish claim the life of the winter	No	1
dissect	pretend	your class dissect animals	your class pretend animals	No	1
know about	say about	No one know about Joseph	No one say about Joseph	No	1
follow up with	fire with	Peter follow up with Dave	Peter fire with Dave	No	1
progress towards	fail to meet	the city progress towards regeneration	the city fail to meet regeneration	No	1
be separate from	have bathroom with@R@	these two energies be separate from each other	each other have bathroom with these two energies	No	1
be the execution of	be the recording of	Capital punishment be the execution of criminals	Capital punishment be the recording of criminals	No	1
load with	top with	the boat load with cargo	the boat top with cargo	No	1
clean off	put one on	your pants clean off your body	your pants put one on your body	No	1
start in	move from	Building start in November	Building move from November	No	1
be cremated in	contract in	His body be cremated in England	His body contract in England	No	1
be achieved without	be a precondition for@R@	Nothing great be achieved without enthusiasm	enthusiasm be a precondition for Nothing great	No	1
drop off	fall off of	residents drop off recyclable materials	residents fall off of recyclable materials	No	1
be drawn to	be excreted into	some young people be drawn to these days	some young people be excreted into these days	No	1
contain embedded	embed in@R@	COMMENT contain embedded spaces	spaces embed in COMMENT	No	1
know of	imagine	the country know of our intention	the country imagine our intention	No	1
